date,ffpi_food,ffpi_meat,ffpi_dairy,ffpi_cereals,ffpi_oils,ffpi_sugar,year,month_num
2003-07-01,57.0597844100089,61.462443549802224,53.15265357366877,56.462999075107305,58.83860377032032,42.32988556243748,2003,7
2003-08-01,57.81551479452772,61.44782972789193,53.613003487621555,59.89639591918008,57.08945294860328,42.26799976483158,2003,8
2003-09-01,58.96253889986779,63.65574865887954,55.223216138257925,60.525357750624174,59.33497306114799,37.030210894731965,2003,9
2003-10-01,60.61509397986752,63.56030227381749,57.592765104604354,60.59597195853807,67.38665882653439,36.87586331256073,2003,10
2003-11-01,62.01745906403724,62.85145278816021,58.559986434233124,64.77850472418294,68.83389281093454,37.626564944388875,2003,11
2003-12-01,62.878611022751386,62.53492406384011,59.717850599793024,65.67672642885479,71.56378627419143,38.89080338119515,2003,12
2004-01-01,64.69116389675767,67.17776376399956,60.94762087734763,66.92288497218289,71.21869198484032,35.92912592434128,2004,1
2004-02-01,65.47228122066333,65.13990493783082,64.3282477563362,67.48168078635155,76.06333012230827,36.16296583100927,2004,2
2004-03-01,67.08537068282536,67.59749815524863,65.24808043012705,68.46616512415642,76.73328079341162,39.962081132298614,2004,3
2004-04-01,67.66407742531165,67.53569312586963,65.81146312880892,70.24966810992413,76.45253650627517,40.69300621576135,2004,4
2004-05-01,66.77583325527897,67.04302530403396,67.76786817534534,68.84606489196729,73.51595748131575,39.2290813876575,2004,5
2004-06-01,66.43890920453063,69.86002671059816,70.74094548195693,66.39026459061472,66.06363235183748,42.886857740890605,2004,6
2004-07-01,65.84093676443356,71.55111128947348,72.56498934826806,60.70945304861875,64.81972209222134,48.9769828234715,2004,7
2004-08-01,64.77736571671669,69.81993483764677,72.74244704080243,59.09336884923566,65.44023197021244,46.884117668071866,2004,8
2004-09-01,65.41219325365044,70.16106973301096,73.30439640049462,59.97720175651407,66.27003740616895,47.570487423337326,2004,9
2004-10-01,64.90010650860181,68.20214529955734,73.79475608598091,59.33595437353962,65.80293521980045,52.30233980521724,2004,10
2004-11-01,65.69099268038269,69.23734463471784,75.12101921059579,60.02006362554658,66.93783393238756,50.507249818817414,2004,11
2004-12-01,66.04413687729813,69.90975086795889,75.81473677471593,60.526197694531795,66.02137321844262,51.04771096431245,2004,12
2005-01-01,65.8177319736145,69.90049344214842,76.21881756446444,60.49896336476862,63.14893798093526,53.96736245509033,2005,1
2005-02-01,66.23941712122453,71.11441563175153,76.66764718966928,60.27037833192888,62.26632197577167,56.33154727077297,2005,2
2005-03-01,67.50594388825047,71.71602599392303,77.00667737694059,61.54803977872932,66.74267313018764,54.96266033459896,2005,3
2005-04-01,65.96669903969146,70.401145584048,76.17646355525639,59.54505267504478,65.07478932076579,53.15695320072733,2005,4
2005-05-01,66.54767814775897,72.58820520988921,76.51078967793883,59.36642199345889,64.22690057351276,53.132051534547806,2005,5
2005-06-01,67.38304692978906,73.64914393415295,76.36046465437391,60.164119707330514,64.63713855623178,56.015085805742814,2005,6
2005-07-01,67.66906438965067,72.64203443632819,77.09911569520531,61.182181076640106,64.43517445949284,59.65201500660399,2005,7
2005-08-01,67.63660945206585,72.79863036965789,78.34242863730444,60.947789543683605,62.50964334981427,61.48219457803816,2005,8
2005-09-01,68.63512237975604,73.87776739820329,78.74656266687686,61.53264342255477,64.00235215017715,63.80425733168574,2005,9
2005-10-01,69.54318230968269,73.76740940260608,78.49946708804961,62.07397201870674,66.80753884402131,68.82584776599346,2005,10
2005-11-01,69.04000314184032,74.10496853720882,77.9655762912991,60.59673004002824,65.44132746850877,70.43391404975792,2005,11
2005-12-01,69.77709866672278,74.38883267854597,76.92674117428238,61.472838447617995,63.49195562755826,82.58512343370562,2005,12
2006-01-01,69.80112611182506,71.20182268965758,74.33502425159384,62.74352301876942,63.67327271248753,97.45244957283828,2006,1
2006-02-01,70.80718522511454,68.84752853311754,74.45543302356798,64.7910731274822,64.98834715617325,111.05406380379247,2006,2
2006-03-01,69.78477113408601,67.95247188867636,73.06998018636052,63.928474835239456,65.15630922012828,106.69649644628127,2006,3
2006-04-01,70.10160507240967,67.36227024089186,71.60039966543243,65.12106361666847,66.75830033921292,108.22450761325608,2006,4
2006-05-01,71.32836310002254,68.98961215078482,71.259657954217,67.7871224680707,68.28309273141605,104.09780545861483,2006,5
2006-06-01,71.39458097519727,71.341642156658,71.00055587078161,67.78429956124934,67.93735981760595,95.30131532229025,2006,6
2006-07-01,73.17238569154549,72.65323413371252,71.28180873558216,69.85457889334856,70.44588721324885,99.32670515747391,2006,7
2006-08-01,73.06272062248945,74.78380233434652,70.29798391146184,69.6462169104853,73.54572923906005,83.24985121420148,2006,8
2006-09-01,73.18589980103584,75.34710545901181,70.3439299175523,72.53916248933173,71.7034921010491,74.77867210713228,2006,9
2006-10-01,75.12702769544278,74.25571763950178,71.90488977279357,79.85754290451833,72.69758563718393,72.03225542247081,2006,10
2006-11-01,77.65624075166323,72.61998633133088,75.39288214642639,85.33230128782064,78.34697735991229,72.89584359815285,2006,11
2006-12-01,78.8018722459415,71.32548713206897,81.69783661515693,85.35516442425448,83.00505253905517,71.60776171551588,2006,12
2007-01-01,78.48310271648208,70.69703386512866,84.24031081045712,85.10891731313366,82.27075995686415,67.75566550882263,2007,1
2007-02-01,80.04314376373223,72.21859946976429,88.2844623558332,87.01684140099431,82.87024233885491,65.41328806943922,2007,2
2007-03-01,81.11242078451266,73.86323321448427,91.77370071031397,86.42964367426433,84.41828569352397,64.60877270056247,2007,3
2007-04-01,83.86721105807557,75.75746995374247,102.02972646826132,85.07588981924538,92.7592497781534,60.15299527293748,2007,4
2007-05-01,86.47173131395098,77.54881395287948,105.27600492558253,86.56297461734206,100.25345854845983,58.35830714236629,2007,5
2007-06-01,91.38305704007934,78.82426022550874,121.04466813430344,91.94718045533855,104.92411526100337,57.491905975883654,2007,6
2007-07-01,95.5415692416268,79.90575717821883,135.03389545618126,94.85390282724232,108.5781594365497,62.9378561652031,2007,7
2007-08-01,99.11064600454125,79.94641037741263,141.49546780181674,102.13852226175487,112.79817485547257,60.683060582866275,2007,8
2007-09-01,105.31050859193547,81.35339130387767,145.09356082759675,117.15778236928273,118.24714214415421,60.37665271691669,2007,9
2007-10-01,107.8620331959691,80.0519257331198,147.97130049537702,121.33372722424738,125.85059371436603,61.891178979607666,2007,10
2007-11-01,110.75835435010842,81.13451314228342,153.99103143825062,121.03796689438724,136.2503391120927,62.489184132560304,2007,11
2007-12-01,114.65922974792855,81.77931911255605,152.55942223703758,132.23404696259226,138.55715162548248,66.27084840769226,2007,12
2008-01-01,120.40116381937398,82.79569742647095,150.6343670788682,140.97686975332374,154.09675236708162,74.1391855318715,2008,1
2008-02-01,128.38378539794326,80.57645990040074,149.87806700361918,160.82642185718515,168.63237904158967,83.60771256557462,2008,2
2008-03-01,132.35867893364141,85.59329578050347,152.63293596208663,163.3315367807624,176.6016471901168,81.68925283979162,2008,3
2008-04-01,130.66207894819286,87.01139140078473,148.94895083980435,162.73581812646003,169.40502328163345,77.73137478381383,2008,4
2008-05-01,130.30230024083983,91.83437490418831,144.2598033258472,157.44070678663013,172.01814139872513,74.7017836919252,2008,5
2008-06-01,132.7260693363295,93.57012409544062,143.89822620373437,160.28729664983305,178.31613778641312,75.03800306852868,2008,6
2008-07-01,130.2073303521054,100.38502690700986,144.11797548639066,148.21039499182567,164.79942909636068,88.06348999319962,2008,7
2008-08-01,121.20936181396463,102.08259422086316,133.54864560697308,136.51007774827985,135.61861672624036,90.39452170302195,2008,8
2008-09-01,112.78634641548891,100.92658326972747,120.50416860191667,125.32846978285959,120.59239830168778,83.7373780462727,2008,9
2008-10-01,97.78807979261839,95.65623285174584,106.95039605821971,104.92750466809048,92.21375071696663,73.64409915102428,2008,10
2008-11-01,89.72736955347888,87.90967683165347,97.77558849558571,95.99249978591419,82.0299490236945,74.88181510314233,2008,11
2008-12-01,86.30191521970283,81.79051355600437,94.89029124488255,95.13421693561969,78.55005828426157,72.71581218693574,2008,12
