"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Armenia","ARM","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1017832466076","","25.7863517382367","24.9679862106753","24.2491289513127","19.8590686321662","17.2313800379495","20.4842436248627","17.6629597089781","15.3369431957483","17.3187560389427","17.9730555643855","19.0758046949727","17.6674630542826","18.7610311596886","18.7149619802881","19.5404407686109","18.8618660890936","19.7618182136921","19.0942426545538","18.0111171291288","16.2201533718823","16.4434924170623","18.1976003255694","17.3778097373439","15.1008675786869","9.90988450563072","8.3617337694463","",
"American Samoa","ASM","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","20.1063021985157","17.9335258910816","19.8183403375179","","31.5106295969486","33.3311510763852","","","23.8618737706556","","","","","","","","","","","","","","","","","","21.8279498991875","21.6749526294466","","","","","17.5875938834541","14.85297016408","20.0500979213008","","17.6040142401973","21.3487819216658","23.9211727881943","23.8209124843219","24.0429659272103","22.542349891693","27.0559375805499","22.9912685136601","23.0365488143635","27.3848165605152","26.6236599970254","26.4417996544095","24.5313407115407","28.2226388155921","27.0488415278688","27.6703894826797","",
"Australia","AUS","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","6.42356313777626","5.92702599523743","5.71227115157313","5.65764012120217","5.70567963868086","5.55501883240323","5.68169593902625","5.59045637688376","5.59286780436645","6.13380591224198","5.70764897420087","5.71464089750214","5.04050076185738","5.32571340064367","6.57102139779839","5.86700785118628","5.4553361429617","5.20443091547287","4.56125598097074","4.57145778833745","5.70876057059668","5.55415402010504","5.26009437720321","5.33910383151579","5.46689354755344","5.2194981310277","4.80060124086042","5.02975779718474","5.21988857452739","5.04326421093316","4.98707923344647","4.99933415639271","4.95654793299687","4.85290173072787","4.91017735786183","4.73775638168852","4.80438445813991","4.5542072874505","4.94222006021166","4.86917660836693","5.13440054748237","4.80423147775813","4.74464612990827","4.77072459573134","5.03584938131912","4.80642380862477","5.59123716369561","5.30683575119913","5.14219569199562","5.05458500868273","5.68920960549791","6.19615490124291","6.56255914980785","7.10054987790893","6.48222765314289","6.52594691958162","7.16469389675818","7.59766516403535","6.44421129042264","6.14945900451023","6.12272392365969","6.44767390132498","",
"Austria","AUT","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","14.4785422643311","13.874014090104","15.1625418327008","14.0959668709441","12.7665789504352","11.348829355728","10.2346126353051","9.53034457966169","9.61243334866787","9.09288073076764","9.58935602083961","8.07323659327274","8.23983890256781","7.86568967131437","7.89151929834805","7.71168568243256","6.94243706026028","6.43658723319169","6.61006019019713","6.76113001370831","6.61711228060459","6.5242125089571","6.36714660983228","6.47300112960124","6.04104213289162","5.70913191966141","5.48092177947057","5.20799553131794","5.18513928079438","5.11513975342815","5.42117253916099","5.46312187782112","5.68360665010308","6.07173481951553","6.4831740230319","6.344442702212","6.29889914617876","5.43644783661012","5.78783074161474","6.1504972202101","6.13149329486575","5.9272701810316","6.08506410598793","5.86510964669712","6.26127698040805","6.69769339630931","7.71546426441112","7.19291781563346","6.9390835766962","7.25862171894017","7.58584244318246","7.82761634474742","7.90357000064216","8.02035347598418","7.73519476606866","7.41484880182237","7.65987379093092","8.40200077922277","7.3682758874461","7.1805424907591","8.16326342188619","9.53590562630284","",
"Azerbaijan","AZE","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0974399187551","22.6185429999363","16.1995458392033","19.7401969232101","18.5771024478801","16.1626226867643","14.1544898906117","11.7495189807014","11.6962720013195","10.475296023725","10.4559874724339","15.8129544537774","15.6149073986307","15.7321124634583","18.5376373015279","14.1042578321968","14.6031512459931","14.4371999846832","16.7378997005819","14.6748721726875","18.2695863599463","18.9889874269738","14.4928276416724","13.7181629144315","17.3339601285317","18.5122025159912","18.1153860359817","14.5216014154835","13.3812274580699","",
"Burundi","BDI","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","","","","17.5192343357658","","","","","","","","","21.5682464057185","16.1867234162423","19.0375150455831","","","","","","","","","","","","","","","","","15.0389413479343","22.1462363007091","20.9105468813773","15.8637354724772","18.3876198010089","19.6025648681522","11.1600397926447","22.9477820813955","13.0997647772338","11.1502827884135","15.6172819923032","9.00425219956459","6.49189862259681","22.1724762196771","12.4332536633679","11.2037211679344","12.5427229476862","13.6810649467138","24.6762609668747","30.1336822725214","13.9872322830882","13.0620233195074","12.6210040103332","16.5501620490981","18.9584220367267","16.7479405418771","15.5918628771654","14.67642173268","14.3251417564159","12.863056718752","13.6549138261671","","",
"Belgium","BEL","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","13.7796504404069","13.2232589389178","13.4459086147916","14.3192887385678","13.717131650242","14.9527623681113","13.3203410598275","12.607839032072","13.0752088506188","13.2504639278565","13.2736258715964","13.3323689500077","11.6136195139563","12.9529856980899","12.8256394253244","13.1862424354126","12.8431870483637","12.2218537867515","11.1174301152003","11.8310960772709","12.4721347871633","12.1343742881135","12.3367042822656","11.7291774453047","11.7173181925019","11.3222710118407","","","","","","","","","","","","9.9154859150306","8.43377375358496","8.6704857146296","8.57136965309403","8.75290055687006","8.16897671210559","7.66741584809613","7.35751574251615","7.69435239642134","8.14769105102525","9.25042695274892","9.7836692104795","9.60852133082126","10.0039782338066","10.2439437092861","10.3814087021135","10.9926039122108","10.7407423315517","10.3562532070541","9.71106903090542","9.69819398741148","10.8717986120178","9.3291448101728","8.48065684012637","9.59808316401005","11.812910315023","",
"Benin","BEN","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","26.366404282406","22.6341631291737","24.3711120820637","22.7951998702366","24.6925546187054","21.8383501801196","21.8034312497349","19.5642264893637","17.8162044039503","17.1579714575736","20.9411379732231","21.829437012311","17.8493890928249","","","","","23.4244160574426","26.2681889202403","","24.9191430881199","","","","","","","","","","","","","","","","24.8394029951415","22.9697319163218","21.8673892974778","20.3607308180196","23.8763238350293","24.2141983835193","24.5653739246321","29.9420417539947","30.6782819142083","31.1594419521255","36.1361186365244","31.0940349253234","38.6401240229343","33.920597278289","37.8897950446574","40.3325617827368","45.8483706311581","40.2019861251514","50.4878399953627","52.3113311553297","46.9193864424986","38.4400102736487","32.9310603115432","35.1194769385301","30.0004424084632","32.7370696077588","33.2699587927862","",
"Burkina Faso","BFA","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","20.7205921079987","24.9128905008457","27.091736994991","24.8465507980005","28.3457661689488","26.982493571381","21.5258392934106","19.3532348142038","20.4375785481473","22.0054511221418","25.7925324241755","26.02032302269","34.5254665171104","21.1695109997159","18.929105293709","20.3962896825336","28.449901901436","21.8460204537559","20.4941032434201","24.7155668594317","25.2434643709888","25.5114052027629","","","","","","","","","","","","21.2327189686854","22.3281482167292","16.5469811719503","20.6164331248184","17.7248961793587","12.572288849584","14.9826505696802","21.2879841796361","19.0754191229528","17.553261341026","18.2849854295953","","14.8371352126624","14.8656582394092","14.3615791170105","13.9964911579613","14.7481548677918","13.1227319035261","12.0160498928872","12.6808655781188","13.6105485218095","13.6826300581823","12.2199184238571","12.1553570934943","10.7388765383673","11.6356204029884","11.6783614787847","11.265164215728","11.3694599596704","11.1839548315761","",
